createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Thu Mar 06 18:54:06 +0000 2025,0,4,1897722375111581930,True,"@biobio Uno de los miles de convicto criminales sacados de las cárceles de Venezuela y enviado a Chile para crear el sistema socialista del comunismo,  con todo derecho a voto como ciudadano chileno. ¿Esto es lo que querían los chilenos al votar por el activista comunista Gabriel Boric?",miles convicto criminales sacados cárceles venezuela enviado chile crear sistema socialista comunismo derecho voto ciudadano chileno querían chilenos votar activista comunista gabriel boric,Negative
Thu Mar 06 18:53:48 +0000 2025,0,13,1897722296774582279,True,@joseantoniokast Vivir en paz es un derecho ! Y Boric y la  x ministra q Nada hizo Sé abrazan Cómo Si Todo estuviese bien ! Ya la Violencia  Sé desató  gracias a lo permisivo  q a Sido el gobierno COMUNISTA,vivir paz derecho boric x ministra q hizo sé abrazan cómo si bien violencia sé desató gracias permisivo q sido gobierno comunista,Negative
Thu Mar 06 18:53:34 +0000 2025,0,2,1897722240919388235,False,Es secreto a voces que es gay.. Por mi no hay problema alguno con que lo sea ..pero si conque lo oculte (tal como Boric) por deshonestidad y conveniencia política…,secreto voces gay problema alguno si conque oculte tal boric deshonestidad conveniencia política,Negative
Thu Mar 06 18:52:01 +0000 2025,0,13,1897721848093094267,True,@BenjaminMorenob Carabineros y pdi te dejan como un miserable mentiroso,carabineros pdi dejan miserable mentiroso,Negative
Thu Mar 06 18:51:00 +0000 2025,0,7,1897721591389122970,True,"@Orrego A Boric y al gobierno no les gustan los pacos. Siempre los han visto como enemigos. Prefieren q este la caga q enpoderarlos. Y a vo nadie te pesca.
Esa es la dura",boric gobierno gustan pacos siempre visto enemigos prefieren q caga q enpoderarlos vo nadie pesca dura,Negative
Thu Mar 06 18:49:16 +0000 2025,0,3,1897721156272025681,True,"@cesar_gossen @Estelaruizdiaz Traición de que gua’u pío? Por qué no salió HC a hacer él mismo lobby en todos los países americanos? Claro, el tipo solo ordena desde su quincho, solo que no puede hacer lo mismo con Lula, Boric y Orsi.",traición guau pío salió hc hacer mismo lobby países americanos claro tipo solo ordena quincho solo puede hacer mismo lula boric orsi,Negative
Thu Mar 06 18:48:19 +0000 2025,0,16,1897720918673170681,True,"@JavierReim83484 @SrLiberal La izquierda?

Sólo hay 3 izquierdas, el resto son FALSA IZQUIERDA (SocialDemócratas, y progres neoliberales).

p.e. SocialDemócratas Lula y boric son títeres d capitalista🇺🇸.
Lula ayudó a🇺🇸a masacrar a haitianos, y saboteo el ingreso de🇻🇪a los Brics
Boric apoya a Nazis+Sionistas",izquierda sólo izquierdas resto falsa izquierda socialdemócratas progres neoliberales pe socialdemócratas lula boric títeres d capitalista lula ayudó aa masacrar haitianos saboteo ingreso dea brics boric apoya nazissionistas,Negative
Thu Mar 06 18:48:08 +0000 2025,7,1491,1897720871197848040,False,"🔵Ministra de Salud, Ximena Aguilera, junto a la subsecretaria de Salud Pública, Andrea Albagli, participaron de la presentación de la primera Política Nacional de Apoyos y Cuidados y su plan de acción, encabezada por el Presidente Gabriel Boric y la ministra de @MinDesarrollo, Javiera Toro.",ministra salud ximena aguilera junto subsecretaria salud pública andrea albagli participaron presentación primera política nacional apoyos cuidados plan acción encabezada presidente gabriel boric ministra javiera toro,Neutral
Thu Mar 06 18:48:03 +0000 2025,0,9,1897720851203526919,True,"@copano Tuit pagado por Boric y sus ineptos, eso si, con nuestra plata",tuit pagado boric ineptos si plata,Negative
Thu Mar 06 18:47:51 +0000 2025,1,21,1897720799886266492,False,El Gobierno del Presidente Gabriel Boric Font reconoce el derecho al cuidado y busca instalar una nueva forma de organizar socialmente los cuidados a través de Chile Cuida. https://t.co/f5NGeSJa2x,gobierno presidente gabriel boric font reconoce derecho cuidado busca instalar nueva forma organizar socialmente cuidados través chile cuida,Neutral
Thu Mar 06 18:47:50 +0000 2025,0,24,1897720796438561069,True,"@Ferantonia28 @KarolCariola Cariola, igual que boric y winter y vallejos y un sinúmero, junto a los 'militantes' pensionados de por vida, están recibiendo millones por haber hecho el desman de ese día; aplaudamos a la orca, que nuevamente no se le perdona a ninguno de los nombrados",cariola igual boric winter vallejos sinúmero junto militantes pensionados vida recibiendo millones haber hecho desman día aplaudamos orca nuevamente perdona ninguno nombrados,Negative
Thu Mar 06 18:46:54 +0000 2025,0,5,1897720563386245562,True,@chismorrea @DanielNoboaOk Siempre la misma historia: asustar con Venezuela. Pero la realidad es que Chile sigue estable con Boric y México con AMLO tiene récord de inversión. @DanielNoboaOk solo quiere tapar su fracaso. #NoComasCuento #AmigaYaDateCuenta,siempre misma historia asustar venezuela realidad chile sigue estable boric méxico amlo récord inversión solo quiere tapar fracaso nocomascuento amigayadatecuenta,Negative
Thu Mar 06 18:46:42 +0000 2025,0,13,1897720512920666194,True,@meganoticiascl El Chile del gobierno de Boric y Tohá.,chile gobierno boric tohá,Negative
Thu Mar 06 18:46:35 +0000 2025,0,5,1897720482855551344,True,@tere_marinovic @AnaMariaGazmuri @tomashirsch Ladrona tú y tu Hija que estudia con gratuidad,ladrona hija estudia gratuidad,Negative
Thu Mar 06 18:45:32 +0000 2025,0,15,1897720217897517229,True,"@RobertoMerken Bajo tu concepto, la culpa del apagón de Chile que afecto a más del 90% de habitantes es culpa de Boric entonces 🤡🤡",bajo concepto culpa apagón chile afecto habitantes culpa boric entonces,Negative
Thu Mar 06 18:45:17 +0000 2025,0,10,1897720156455158168,True,@AgriculturaFM El nazi de Paine es más violento que el tren de ARAGUA,nazi paine violento tren aragua,Negative
Thu Mar 06 18:44:46 +0000 2025,0,33,1897720025093427236,False,Ivan Moreira me ha dado más alegrías que toda la concerta durante el gobierno de Boric.,ivan moreira dado alegrías toda concerta gobierno boric,Positive
Thu Mar 06 18:44:38 +0000 2025,0,0,1897719991199244531,True,"@miguellittin Los jóvenes están súper felices con Boric 🤣🤣🤣..... Por favor un poco de realismo político,mire que su comentario no está centrado en la realidad.",jóvenes súper felices boric favor realismo políticomire comentario centrado realidad,Negative
Thu Mar 06 18:44:28 +0000 2025,0,2,1897719949604667846,True,@Alejand64086478 @GobiernodeChile Que se joda el cerdo comunista de Boric,joda cerdo comunista boric,Negative
Thu Mar 06 18:44:22 +0000 2025,0,10,1897719925797724643,True,"@Claudio_Orafla @ariasfuentes_ No sé de dónde CONCHETUMARE sacaste que era un mito, jadue en ese momento pegaba mucho pero muchísimo más que boric, sin el voto de nosotros por boric, jadue salía pero re cagado de risa",sé dónde conchetumare sacaste mito jadue momento pegaba muchísimo boric voto boric jadue salía re cagado risa,Negative
Thu Mar 06 18:44:14 +0000 2025,0,145,1897719890762432806,True,@hernan_sr Horas se demoró Carabineros en dar de baja al funcionario por dos fotos. 3 días protegió Boric y Toha a MOnsalve por una violación.,horas demoró carabineros dar baja funcionario dos fotos días protegió boric toha monsalve violación,Negative
Thu Mar 06 18:43:46 +0000 2025,1,7,1897719774374719908,True,@fachininja BORIC Y SUS BOLCHEVIQUES SON ENEMIGOS DE LOS CHILENOS.,boric bolcheviques enemigos chilenos,Negative
Thu Mar 06 18:43:32 +0000 2025,0,10,1897719713670820221,True,"@emilio1676 @biobio Que yo sepa Kast no fracasó como presidente, no salió electo y fue por los MONSTRUOS de quienes no votaron por el. Porque prefirieron votar por un presidente MONSTRUO, como ellos, boric.",sepa kast fracasó presidente salió electo monstruos votaron prefirieron votar presidente monstruo boric,Negative
Thu Mar 06 18:43:18 +0000 2025,0,5,1897719654971314588,True,"@GobiernodeChile Para esa wea hay plata no? Malditos inútiles......no son capaces de priorizar las verdaderas necesidades de la gente, el boludo de Boric solo quiere dejar un supuesto legado",wea plata malditos inútilesno capaces priorizar verdaderas necesidades gente boludo boric solo quiere dejar supuesto legado,Negative
Thu Mar 06 18:42:31 +0000 2025,0,11,1897719459827400963,True,"@latercera Soy de la derecha, nunca votaría por Káiser, sería como votar por Boric . 🤷",derecha nunca votaría káiser votar boric,Neutral
Thu Mar 06 18:40:34 +0000 2025,0,6,1897718967667479035,True,@yasnalewin @evelynmatthei Tienen que seguir el ejemplo de boric con el trato a la prensa?,seguir ejemplo boric trato prensa,Negative
Thu Mar 06 18:40:34 +0000 2025,0,3,1897718967264788598,True,@lesbiarta iba en el metro y quería sapear una wea del boric pero lo primero que veo es esto😔,iba metro quería sapear wea boric primero veo,Negative
Thu Mar 06 18:40:22 +0000 2025,0,17,1897718915536392453,True,@francisco__1988 Entonces siempre fue tu candidato boric Jajdjsjd,entonces siempre candidato boric jajdjsjd,Neutral
Thu Mar 06 18:40:20 +0000 2025,0,50,1897718908041236843,False,"2 cosas a notar:
-El piso de 30% de Boric sería traspasable
-Kaiser tiene posibilidades de pasar a 2da vuelta SI ES QUE inscribe primarias con Kast.",cosas notar piso boric traspasable kaiser posibilidades pasar da vuelta si inscribe primarias kast,Neutral
Thu Mar 06 18:39:50 +0000 2025,0,32,1897718782476345731,True,@EmmaRincon Súmale la cacha de delincuentes venezolanos la peor mierda de LATAM que entro al país los problemas políticos del país son solo de nosotros y eso que detesto al merluzo boric pero los Venecos son la peor  basura que llego,súmale cacha delincuentes venezolanos peor mierda latam entro país problemas políticos país solo detesto merluzo boric venecos peor basura llego,Negative
Thu Mar 06 18:39:23 +0000 2025,0,2,1897718668244451635,True,"@latercera Jajaja tenemos re claro que no da lo mismo quien gobierne, por ejemplo con el bruto Boric nos fuimos a la 💩!!",jajaja re claro da mismo gobierne ejemplo bruto boric,Negative
Thu Mar 06 18:39:03 +0000 2025,0,1,1897718584593252528,True,@Jhonffonseca TAMBIÉN AL MERLUZO BORIC DE CHILE... https://t.co/FO9Avf2N8x,merluzo boric chile,Negative
Thu Mar 06 18:39:01 +0000 2025,0,6,1897718576221479188,True,@EFEnoticias A ver si Trump le escucha a este Woke de Boric! En la real politic el que gana en el campo de batalla se lleva todo. Ucrania debió firmar la paz en abril de 2022 nu hubiera muerto tanta gente y no hubiera perdido tierras y recursos!,ver si trump escucha woke boric real politic gana campo batalla lleva ucrania debió firmar paz abril nu muerto tanta gente perdido tierras recursos,Negative
Thu Mar 06 18:38:09 +0000 2025,0,15,1897718358021488833,True,"@juanarteagam @Andres__Emilio @Raikoo03 Bachelet ni Boric pudo contra la extrema derecha, de hecho le entregaran el poder en bandeja",bachelet boric pudo extrema derecha hecho entregaran poder bandeja,Negative
Thu Mar 06 18:37:53 +0000 2025,0,6,1897718293013672129,True,@FranciscoJMuo10 @sibelic @Chendiny_710195 @katitaporfia De izquierda jamás estimado!! La consulta era simple: Termino de estudiar el candidato a la República #Kaiser?  o está igual que #Boric … quedo atenta Saludos 😉,izquierda jamás estimado consulta simple termino estudiar candidato república kaiser igual boric quedo atenta saludos,Neutral
Thu Mar 06 18:37:03 +0000 2025,0,63,1897718084191813655,False,"Presidente Boric habla en clave electoral y afirma que ""no da lo mismo quién gobierna"" ➡️ https://t.co/fT58Mb36rp https://t.co/p48zgHWKxe",presidente boric habla clave electoral afirma da mismo quién gobierna,Neutral
Thu Mar 06 18:36:59 +0000 2025,1,6,1897718065603002641,True,"@latercera OBVIO que NO da lo mismo, es cosa de ver a el CTM Boric que es:  Mechero, Drogadicto, Enfermo psiquiátrico, manipulador, mentiroso, mediocre, tonto.",obvio da mismo cosa ver ctm boric mechero drogadicto enfermo psiquiátrico manipulador mentiroso mediocre tonto,Negative
Thu Mar 06 18:35:44 +0000 2025,4,29,1897717751403171967,False,"La corrupción mata, plata robada que no va a seguridad.
Claudio Orrego transfirió $ 1.600 millones a fundación Procultura del amigo de Boric.
$ 1.000 se hicieron humo, hay una causa jud que está congelada",corrupción mata plata robada va seguridad claudio orrego transfirió millones fundación procultura amigo boric hicieron humo causa jud congelada,Negative
Thu Mar 06 18:35:39 +0000 2025,0,2,1897717728980746716,False,"...SE LO HE DICHO MIL VECES..
OJALA HOY LO ENTIENDAN MEJOR..!!

Y PENSAR QUE BORIC Y SU GENTE ESTAN POR ESTA DESTRUCCION MASIVA...!!

¡¡. // NOMASONU.//..!!

https://t.co/z0nK5Wg0Fh",dicho mil veces ojala hoy entiendan mejor pensar boric gente estan destruccion masiva nomasonu,Negative
Thu Mar 06 18:35:18 +0000 2025,0,3,1897717642544214422,False,"Moreira se contagió con Boric...de volteretas en volteretas.
UN ASCO !!!",moreira contagió boricde volteretas volteretas asco,Negative
Thu Mar 06 18:35:17 +0000 2025,0,3,1897717637557182610,True,"@24HorasTVN Aguilar, apellido muy mexicano en este profesor y militante  Comunista de Chile, que como compañero de ideología política del Administrador Comunista de Chile, don Gabriel Boric, debería tranquilizar sus pasiones ambiciosas que perjudican a toda una población de estudiantes.",aguilar apellido mexicano profesor militante comunista chile compañero ideología política administrador comunista chile don gabriel boric debería tranquilizar pasiones ambiciosas perjudican toda población estudiantes,Negative
Thu Mar 06 18:35:11 +0000 2025,0,0,1897717613935182026,True,@BotCheckerCL NO Y NO ME LLAMA LA ATENCION QUE BORIC NO LO SAQUE,llama atencion boric saque,Negative
Thu Mar 06 18:34:55 +0000 2025,0,2,1897717545030807628,False,El Legado de Boric,legado boric,Neutral
Thu Mar 06 18:34:52 +0000 2025,0,25,1897717531990970716,False,"Los indultos de Diciembre de 2022, ahí siento que odié a Boric y al gobierno en general con todo mi ser.",indultos diciembre ahí siento odié boric gobierno general ser,Negative
Thu Mar 06 18:34:35 +0000 2025,0,7,1897717461270905292,False,El Legado de Boric y Tohá.,legado boric tohá,Neutral
Thu Mar 06 18:34:07 +0000 2025,0,6,1897717342643085690,True,@dipuBobadilla @LautaroCarmona Y siempre el partido comunista. Maldito boric que les dio otro aire a estos miserables,siempre partido comunista maldito boric dio aire miserables,Negative
Thu Mar 06 18:33:46 +0000 2025,0,2,1897717255716114738,True,"@katitaporfia La Toha? Votar por ella es votar el país  a la  basura,ya estamos con Boric, sobreviviendo sólamente,sueldos miserables,para la gran mayoría de los trabajadores,y los amigotes del mamarracho,en buenos puestos fiscales.ahora le toca a la Toha??????.",toha votar votar país basuraya boric sobreviviendo sólamentesueldos miserablespara gran mayoría trabajadoresy amigotes mamarrachoen buenos puestos fiscalesahora toca toha,Negative
